id,subject_id,task,trial_session,trial,label
1809,S23,MI,5,9,Right
1810,S23,MI,5,10,Left
1811,S23,MI,6,1,Right
1812,S23,MI,6,2,Left
1813,S23,MI,6,3,Right
1814,S23,MI,6,4,Left
1815,S23,MI,6,5,Right
1816,S23,MI,6,6,Right
1817,S23,MI,6,7,Right
1818,S23,MI,6,8,Left
1819,S23,MI,6,9,Left
1820,S23,MI,6,10,Right
1821,S23,MI,7,1,Right
1822,S23,MI,7,2,Left
1823,S23,MI,7,3,Left
1824,S23,MI,7,4,Right
1825,S23,MI,7,5,Right
1826,S23,MI,7,6,Right
1827,S23,MI,7,7,Left
1828,S23,MI,7,8,Right
1829,S23,MI,7,9,Left
1830,S23,MI,7,10,Left
1831,S23,MI,8,1,Left
1832,S23,MI,8,2,Left
1833,S23,MI,8,3,Left
1834,S23,MI,8,4,Right
1835,S23,MI,8,5,Left
1836,S23,MI,8,6,Right
1837,S23,MI,8,7,Right
1838,S23,MI,8,8,Right
1839,S23,MI,8,9,Left
1840,S23,MI,8,10,Right
1841,S24,MI,1,1,Left
1842,S24,MI,1,2,Right
1843,S24,MI,1,3,Left
1844,S24,MI,1,4,Right
1845,S24,MI,1,5,Left
1846,S24,MI,1,6,Left
1847,S24,MI,1,7,Left
1848,S24,MI,1,8,Left
1849,S24,MI,1,9,Left
1850,S24,MI,1,10,Left
1851,S24,MI,2,1,Left
1852,S24,MI,2,2,Left
1853,S24,MI,2,3,Left
1854,S24,MI,2,4,Right
1855,S24,MI,2,5,Right
1856,S24,MI,2,6,Right
1857,S24,MI,2,7,Right
1858,S24,MI,2,8,Left
1859,S24,MI,2,9,Left
1860,S24,MI,2,10,Right
1861,S24,MI,3,1,Right
1862,S24,MI,3,2,Left
1863,S24,MI,3,3,Left
1864,S24,MI,3,4,Left
1865,S24,MI,3,5,Left
1866,S24,MI,3,6,Right
1867,S24,MI,3,7,Left
1868,S24,MI,3,8,Left
1869,S24,MI,3,9,Left
1870,S24,MI,3,10,Right
1871,S24,MI,4,1,Left
1872,S24,MI,4,2,Right
1873,S24,MI,4,3,Right
1874,S24,MI,4,4,Left
1875,S24,MI,4,5,Left
1876,S24,MI,4,6,Right
1877,S24,MI,4,7,Right
1878,S24,MI,4,8,Left
1879,S24,MI,4,9,Left
1880,S24,MI,4,10,Left
1881,S24,MI,5,1,Right
1882,S24,MI,5,2,Right
1883,S24,MI,5,3,Right
1884,S24,MI,5,4,Left
1885,S24,MI,5,5,Left
1886,S24,MI,5,6,Left
1887,S24,MI,5,7,Left
1888,S24,MI,5,8,Left
1889,S24,MI,5,9,Right
1890,S24,MI,5,10,Left
1891,S24,MI,6,1,Right
1892,S24,MI,6,2,Left
1893,S24,MI,6,3,Right
1894,S24,MI,6,4,Right
1895,S24,MI,6,5,Right
1896,S24,MI,6,6,Right
1897,S24,MI,6,7,Right
1898,S24,MI,6,8,Left
1899,S24,MI,6,9,Left
1900,S24,MI,6,10,Right
1901,S24,MI,7,1,Right
1902,S24,MI,7,2,Left
1903,S24,MI,7,3,Left
1904,S24,MI,7,4,Right
1905,S24,MI,7,5,Right
1906,S24,MI,7,6,Right
1907,S24,MI,7,7,Right
1908,S24,MI,7,8,Right
1909,S24,MI,7,9,Right
1910,S24,MI,7,10,Right
1911,S24,MI,8,1,Left
1912,S24,MI,8,2,Left
1913,S24,MI,8,3,Left
1914,S24,MI,8,4,Right
1915,S24,MI,8,5,Right
1916,S24,MI,8,6,Right
1917,S24,MI,8,7,Left
1918,S24,MI,8,8,Left
1919,S24,MI,8,9,Right
1920,S24,MI,8,10,Left
1921,S25,MI,1,1,Right
1922,S25,MI,1,2,Left
1923,S25,MI,1,3,Right
1924,S25,MI,1,4,Right
1925,S25,MI,1,5,Left
1926,S25,MI,1,6,Left
1927,S25,MI,1,7,Left
1928,S25,MI,1,8,Right
1929,S25,MI,1,9,Right
1930,S25,MI,1,10,Left
1931,S25,MI,2,1,Left
1932,S25,MI,2,2,Left
1933,S25,MI,2,3,Right
1934,S25,MI,2,4,Right
1935,S25,MI,2,5,Left
1936,S25,MI,2,6,Right
1937,S25,MI,2,7,Left
1938,S25,MI,2,8,Right
1939,S25,MI,2,9,Right
1940,S25,MI,2,10,Left
1941,S25,MI,3,1,Right
1942,S25,MI,3,2,Left
1943,S25,MI,3,3,Right
1944,S25,MI,3,4,Left
1945,S25,MI,3,5,Right
1946,S25,MI,3,6,Left
1947,S25,MI,3,7,Left
1948,S25,MI,3,8,Right
1949,S25,MI,3,9,Right
1950,S25,MI,3,10,Right
1951,S25,MI,4,1,Left
1952,S25,MI,4,2,Right
1953,S25,MI,4,3,Left
1954,S25,MI,4,4,Right
1955,S25,MI,4,5,Right
1956,S25,MI,4,6,Right
1957,S25,MI,4,7,Left
1958,S25,MI,4,8,Right
1959,S25,MI,4,9,Left
1960,S25,MI,4,10,Left
1961,S25,MI,5,1,Left
1962,S25,MI,5,2,Right
1963,S25,MI,5,3,Left
1964,S25,MI,5,4,Right
1965,S25,MI,5,5,Right
1966,S25,MI,5,6,Left
1967,S25,MI,5,7,Left
1968,S25,MI,5,8,Left
1969,S25,MI,5,9,Left
1970,S25,MI,5,10,Right
1971,S25,MI,6,1,Right
1972,S25,MI,6,2,Right
1973,S25,MI,6,3,Right
1974,S25,MI,6,4,Right
1975,S25,MI,6,5,Left
1976,S25,MI,6,6,Right
1977,S25,MI,6,7,Left
1978,S25,MI,6,8,Right
1979,S25,MI,6,9,Left
1980,S25,MI,6,10,Left
1981,S25,MI,7,1,Left
1982,S25,MI,7,2,Left
1983,S25,MI,7,3,Right
1984,S25,MI,7,4,Left
1985,S25,MI,7,5,Right
1986,S25,MI,7,6,Left
1987,S25,MI,7,7,Left
1988,S25,MI,7,8,Left
1989,S25,MI,7,9,Right
1990,S25,MI,7,10,Right
1991,S25,MI,8,1,Left
1992,S25,MI,8,2,Right
1993,S25,MI,8,3,Left
1994,S25,MI,8,4,Left
1995,S25,MI,8,5,Right
1996,S25,MI,8,6,Left
1997,S25,MI,8,7,Right
1998,S25,MI,8,8,Right
1999,S25,MI,8,9,Left
2000,S25,MI,8,10,Right
2001,S26,MI,1,1,Left
2002,S26,MI,1,2,Right
2003,S26,MI,1,3,Left
2004,S26,MI,1,4,Right
2005,S26,MI,1,5,Right
2006,S26,MI,1,6,Right
2007,S26,MI,1,7,Right
2008,S26,MI,1,8,Right
2009,S26,MI,1,9,Left
2010,S26,MI,1,10,Right
2011,S26,MI,2,1,Right
2012,S26,MI,2,2,Right
2013,S26,MI,2,3,Left
2014,S26,MI,2,4,Right
2015,S26,MI,2,5,Right
2016,S26,MI,2,6,Right
2017,S26,MI,2,7,Left
2018,S26,MI,2,8,Right
2019,S26,MI,2,9,Right
2020,S26,MI,2,10,Right
2021,S26,MI,3,1,Right
2022,S26,MI,3,2,Right
2023,S26,MI,3,3,Left
2024,S26,MI,3,4,Right
2025,S26,MI,3,5,Left
2026,S26,MI,3,6,Left
2027,S26,MI,3,7,Right
2028,S26,MI,3,8,Left
2029,S26,MI,3,9,Left
2030,S26,MI,3,10,Right
2031,S26,MI,4,1,Right
2032,S26,MI,4,2,Left
2033,S26,MI,4,3,Left
2034,S26,MI,4,4,Right
2035,S26,MI,4,5,Right
2036,S26,MI,4,6,Left
2037,S26,MI,4,7,Right
2038,S26,MI,4,8,Right
2039,S26,MI,4,9,Right
2040,S26,MI,4,10,Left
2041,S26,MI,5,1,Left
2042,S26,MI,5,2,Left
2043,S26,MI,5,3,Right
2044,S26,MI,5,4,Left
2045,S26,MI,5,5,Left
2046,S26,MI,5,6,Right
2047,S26,MI,5,7,Left
2048,S26,MI,5,8,Right
2049,S26,MI,5,9,Left
2050,S26,MI,5,10,Right
2051,S26,MI,6,1,Right
2052,S26,MI,6,2,Right
2053,S26,MI,6,3,Left
2054,S26,MI,6,4,Right
2055,S26,MI,6,5,Left
2056,S26,MI,6,6,Left
2057,S26,MI,6,7,Left
2058,S26,MI,6,8,Left
2059,S26,MI,6,9,Left
2060,S26,MI,6,10,Right
2061,S26,MI,7,1,Left
2062,S26,MI,7,2,Right
2063,S26,MI,7,3,Right
2064,S26,MI,7,4,Right
2065,S26,MI,7,5,Left
2066,S26,MI,7,6,Right
2067,S26,MI,7,7,Right
2068,S26,MI,7,8,Right
2069,S26,MI,7,9,Left
2070,S26,MI,7,10,Left
2071,S26,MI,8,1,Left
2072,S26,MI,8,2,Right
2073,S26,MI,8,3,Left
2074,S26,MI,8,4,Right
2075,S26,MI,8,5,Right
2076,S26,MI,8,6,Right
2077,S26,MI,8,7,Left
2078,S26,MI,8,8,Left
2079,S26,MI,8,9,Right
2080,S26,MI,8,10,Left
2081,S27,MI,1,1,Left
2082,S27,MI,1,2,Left
2083,S27,MI,1,3,Left
2084,S27,MI,1,4,Right
2085,S27,MI,1,5,Left
2086,S27,MI,1,6,Right
2087,S27,MI,1,7,Left
2088,S27,MI,1,8,Left
2089,S27,MI,1,9,Right
2090,S27,MI,1,10,Right
2091,S27,MI,2,1,Right
2092,S27,MI,2,2,Left
2093,S27,MI,2,3,Left
2094,S27,MI,2,4,Right
2095,S27,MI,2,5,Left
2096,S27,MI,2,6,Right
2097,S27,MI,2,7,Left
2098,S27,MI,2,8,Right
2099,S27,MI,2,9,Right
2100,S27,MI,2,10,Right
2101,S27,MI,3,1,Right
2102,S27,MI,3,2,Right
2103,S27,MI,3,3,Right
2104,S27,MI,3,4,Left
2105,S27,MI,3,5,Right
2106,S27,MI,3,6,Right
2107,S27,MI,3,7,Left
2108,S27,MI,3,8,Right
2109,S27,MI,3,9,Right
2110,S27,MI,3,10,Right
2111,S27,MI,4,1,Right
2112,S27,MI,4,2,Right
2113,S27,MI,4,3,Right
2114,S27,MI,4,4,Left
2115,S27,MI,4,5,Left
2116,S27,MI,4,6,Right
2117,S27,MI,4,7,Right
2118,S27,MI,4,8,Left
2119,S27,MI,4,9,Left
2120,S27,MI,4,10,Left
2121,S27,MI,5,1,Left
2122,S27,MI,5,2,Left
2123,S27,MI,5,3,Left
2124,S27,MI,5,4,Left
2125,S27,MI,5,5,Left
2126,S27,MI,5,6,Left
2127,S27,MI,5,7,Right
2128,S27,MI,5,8,Right
2129,S27,MI,5,9,Right
2130,S27,MI,5,10,Left
2131,S27,MI,6,1,Left
2132,S27,MI,6,2,Right
2133,S27,MI,6,3,Right
2134,S27,MI,6,4,Right
2135,S27,MI,6,5,Right
2136,S27,MI,6,6,Right
2137,S27,MI,6,7,Left
2138,S27,MI,6,8,Left
2139,S27,MI,6,9,Right
2140,S27,MI,6,10,Left
2141,S27,MI,7,1,Right
2142,S27,MI,7,2,Left
2143,S27,MI,7,3,Left
2144,S27,MI,7,4,Left
2145,S27,MI,7,5,Right
2146,S27,MI,7,6,Left
2147,S27,MI,7,7,Left
2148,S27,MI,7,8,Right
2149,S27,MI,7,9,Right
2150,S27,MI,7,10,Right
2151,S27,MI,8,1,Left
2152,S27,MI,8,2,Right
2153,S27,MI,8,3,Left
2154,S27,MI,8,4,Left
2155,S27,MI,8,5,Left
2156,S27,MI,8,6,Left
2157,S27,MI,8,7,Left
2158,S27,MI,8,8,Right
2159,S27,MI,8,9,Right
2160,S27,MI,8,10,Right
2161,S28,MI,1,1,Right
2162,S28,MI,1,2,Left
2163,S28,MI,1,3,Left
2164,S28,MI,1,4,Right
2165,S28,MI,1,5,Right
2166,S28,MI,1,6,Right
2167,S28,MI,1,7,Left
2168,S28,MI,1,8,Right
2169,S28,MI,1,9,Left
2170,S28,MI,1,10,Left
2171,S28,MI,2,1,Left
2172,S28,MI,2,2,Right
2173,S28,MI,2,3,Right
2174,S28,MI,2,4,Left
2175,S28,MI,2,5,Left
2176,S28,MI,2,6,Left
2177,S28,MI,2,7,Right
2178,S28,MI,2,8,Left
2179,S28,MI,2,9,Left
2180,S28,MI,2,10,Right
2181,S28,MI,3,1,Right
2182,S28,MI,3,2,Left
2183,S28,MI,3,3,Left
2184,S28,MI,3,4,Right
2185,S28,MI,3,5,Left
2186,S28,MI,3,6,Left
2187,S28,MI,3,7,Left
2188,S28,MI,3,8,Left
2189,S28,MI,3,9,Right
2190,S28,MI,3,10,Left
2191,S28,MI,4,1,Right
2192,S28,MI,4,2,Right
2193,S28,MI,4,3,Right
2194,S28,MI,4,4,Right
2195,S28,MI,4,5,Right
2196,S28,MI,4,6,Right
2197,S28,MI,4,7,Left
2198,S28,MI,4,8,Right
2199,S28,MI,4,9,Left
2200,S28,MI,4,10,Right
2201,S28,MI,5,1,Right
2202,S28,MI,5,2,Right
2203,S28,MI,5,3,Right
2204,S28,MI,5,4,Right
2205,S28,MI,5,5,Left
2206,S28,MI,5,6,Right
2207,S28,MI,5,7,Right
2208,S28,MI,5,8,Left
2209,S28,MI,5,9,Right
2210,S28,MI,5,10,Right
2211,S28,MI,6,1,Right
2212,S28,MI,6,2,Right
2213,S28,MI,6,3,Right
2214,S28,MI,6,4,Left
2215,S28,MI,6,5,Left
2216,S28,MI,6,6,Right
2217,S28,MI,6,7,Left
2218,S28,MI,6,8,Right
2219,S28,MI,6,9,Right
2220,S28,MI,6,10,Right
2221,S28,MI,7,1,Right
2222,S28,MI,7,2,Right
2223,S28,MI,7,3,Right
2224,S28,MI,7,4,Right
2225,S28,MI,7,5,Right
2226,S28,MI,7,6,Right
2227,S28,MI,7,7,Left
2228,S28,MI,7,8,Right
2229,S28,MI,7,9,Right
2230,S28,MI,7,10,Left
2231,S28,MI,8,1,Right
2232,S28,MI,8,2,Right
2233,S28,MI,8,3,Left
2234,S28,MI,8,4,Right
2235,S28,MI,8,5,Left
2236,S28,MI,8,6,Left
2237,S28,MI,8,7,Right
2238,S28,MI,8,8,Right
2239,S28,MI,8,9,Right
2240,S28,MI,8,10,Right
2241,S29,MI,1,1,Left
2242,S29,MI,1,2,Left
2243,S29,MI,1,3,Right
2244,S29,MI,1,4,Right
2245,S29,MI,1,5,Left
2246,S29,MI,1,6,Right
2247,S29,MI,1,7,Left
2248,S29,MI,1,8,Right
2249,S29,MI,1,9,Right
2250,S29,MI,1,10,Right
2251,S29,MI,2,1,Right
2252,S29,MI,2,2,Right
2253,S29,MI,2,3,Left
2254,S29,MI,2,4,Right
2255,S29,MI,2,5,Right
2256,S29,MI,2,6,Left
2257,S29,MI,2,7,Left
2258,S29,MI,2,8,Left
2259,S29,MI,2,9,Left
2260,S29,MI,2,10,Left
2261,S29,MI,3,1,Right
2262,S29,MI,3,2,Left
2263,S29,MI,3,3,Left
2264,S29,MI,3,4,Right
2265,S29,MI,3,5,Left
2266,S29,MI,3,6,Right
2267,S29,MI,3,7,Right
2268,S29,MI,3,8,Right
2269,S29,MI,3,9,Left
2270,S29,MI,3,10,Left
2271,S29,MI,4,1,Left
2272,S29,MI,4,2,Left
2273,S29,MI,4,3,Right
2274,S29,MI,4,4,Left
2275,S29,MI,4,5,Right
2276,S29,MI,4,6,Right
2277,S29,MI,4,7,Right
2278,S29,MI,4,8,Left
2279,S29,MI,4,9,Left
2280,S29,MI,4,10,Right
2281,S29,MI,5,1,Left
2282,S29,MI,5,2,Left
2283,S29,MI,5,3,Left
2284,S29,MI,5,4,Left
2285,S29,MI,5,5,Left
2286,S29,MI,5,6,Right
2287,S29,MI,5,7,Left
2288,S29,MI,5,8,Left
2289,S29,MI,5,9,Right
2290,S29,MI,5,10,Right
2291,S29,MI,6,1,Left
2292,S29,MI,6,2,Left
2293,S29,MI,6,3,Left
2294,S29,MI,6,4,Right
2295,S29,MI,6,5,Right
2296,S29,MI,6,6,Left
2297,S29,MI,6,7,Right
2298,S29,MI,6,8,Left
2299,S29,MI,6,9,Right
2300,S29,MI,6,10,Right
2301,S29,MI,7,1,Right
2302,S29,MI,7,2,Right
2303,S29,MI,7,3,Right
2304,S29,MI,7,4,Left
2305,S29,MI,7,5,Left
2306,S29,MI,7,6,Right
2307,S29,MI,7,7,Right
2308,S29,MI,7,8,Right
2309,S29,MI,7,9,Right
2310,S29,MI,7,10,Right
2311,S29,MI,8,1,Left
2312,S29,MI,8,2,Right
2313,S29,MI,8,3,Left
2314,S29,MI,8,4,Left
2315,S29,MI,8,5,Left
2316,S29,MI,8,6,Right
2317,S29,MI,8,7,Left
2318,S29,MI,8,8,Right
2319,S29,MI,8,9,Right
2320,S29,MI,8,10,Left
2321,S30,MI,1,1,Right
2322,S30,MI,1,2,Right
2323,S30,MI,1,3,Right
2324,S30,MI,1,4,Right
2325,S30,MI,1,5,Left
2326,S30,MI,1,6,Right
2327,S30,MI,1,7,Left
2328,S30,MI,1,8,Right
2329,S30,MI,1,9,Left
2330,S30,MI,1,10,Right
2331,S30,MI,2,1,Left
2332,S30,MI,2,2,Right
2333,S30,MI,2,3,Right
2334,S30,MI,2,4,Left
2335,S30,MI,2,5,Right
2336,S30,MI,2,6,Left
2337,S30,MI,2,7,Left
2338,S30,MI,2,8,Left
2339,S30,MI,2,9,Left
2340,S30,MI,2,10,Left
2341,S30,MI,3,1,Left
2342,S30,MI,3,2,Right
2343,S30,MI,3,3,Right
2344,S30,MI,3,4,Right
2345,S30,MI,3,5,Left
2346,S30,MI,3,6,Left
2347,S30,MI,3,7,Right
2348,S30,MI,3,8,Left
2349,S30,MI,3,9,Left
2350,S30,MI,3,10,Right
2351,S30,MI,4,1,Left
2352,S30,MI,4,2,Right
2353,S30,MI,4,3,Right
2354,S30,MI,4,4,Right
2355,S30,MI,4,5,Right
2356,S30,MI,4,6,Right
2357,S30,MI,4,7,Right
2358,S30,MI,4,8,Left
2359,S30,MI,4,9,Left
2360,S30,MI,4,10,Right
2361,S30,MI,5,1,Right
2362,S30,MI,5,2,Right
2363,S30,MI,5,3,Left
2364,S30,MI,5,4,Right
2365,S30,MI,5,5,Left
2366,S30,MI,5,6,Right
2367,S30,MI,5,7,Right
2368,S30,MI,5,8,Left
2369,S30,MI,5,9,Left
2370,S30,MI,5,10,Right
2371,S30,MI,6,1,Left
2372,S30,MI,6,2,Right
2373,S30,MI,6,3,Left
2374,S30,MI,6,4,Left
2375,S30,MI,6,5,Left
2376,S30,MI,6,6,Right
2377,S30,MI,6,7,Left
2378,S30,MI,6,8,Right
2379,S30,MI,6,9,Left
2380,S30,MI,6,10,Right
2381,S30,MI,7,1,Left
2382,S30,MI,7,2,Left
2383,S30,MI,7,3,Right
2384,S30,MI,7,4,Right
2385,S30,MI,7,5,Left
2386,S30,MI,7,6,Right
2387,S30,MI,7,7,Right
2388,S30,MI,7,8,Right
2389,S30,MI,7,9,Right
2390,S30,MI,7,10,Right
2391,S30,MI,8,1,Right
2392,S30,MI,8,2,Left
2393,S30,MI,8,3,Right
2394,S30,MI,8,4,Right
2395,S30,MI,8,5,Left
2396,S30,MI,8,6,Left
2397,S30,MI,8,7,Right
2398,S30,MI,8,8,Right
2399,S30,MI,8,9,Right
2400,S30,MI,8,10,Left
2401,S1,SSVEP,1,1,Forward
2402,S1,SSVEP,1,2,Left
2403,S1,SSVEP,1,3,Backward
2404,S1,SSVEP,1,4,Left
2405,S1,SSVEP,1,5,Left
2406,S1,SSVEP,1,6,Backward
2407,S1,SSVEP,1,7,Backward
2408,S1,SSVEP,1,8,Forward
2409,S1,SSVEP,1,9,Left
2410,S1,SSVEP,1,10,Left
2411,S1,SSVEP,2,1,Left
2412,S1,SSVEP,2,2,Backward
2413,S1,SSVEP,2,3,Left
2414,S1,SSVEP,2,4,Forward
2415,S1,SSVEP,2,5,Backward
2416,S1,SSVEP,2,6,Left
2417,S1,SSVEP,2,7,Left
2418,S1,SSVEP,2,8,Backward
2419,S1,SSVEP,2,9,Backward
2420,S1,SSVEP,2,10,Left
2421,S1,SSVEP,3,1,Right
2422,S1,SSVEP,3,2,Right
2423,S1,SSVEP,3,3,Backward
2424,S1,SSVEP,3,4,Left
2425,S1,SSVEP,3,5,Right
2426,S1,SSVEP,3,6,Left
2427,S1,SSVEP,3,7,Right
2428,S1,SSVEP,3,8,Forward
2429,S1,SSVEP,3,9,Right
2430,S1,SSVEP,3,10,Right
2431,S1,SSVEP,4,1,Backward
2432,S1,SSVEP,4,2,Left
2433,S1,SSVEP,4,3,Backward
2434,S1,SSVEP,4,4,Right
2435,S1,SSVEP,4,5,Backward
2436,S1,SSVEP,4,6,Backward
2437,S1,SSVEP,4,7,Backward
2438,S1,SSVEP,4,8,Forward
2439,S1,SSVEP,4,9,Backward
2440,S1,SSVEP,4,10,Left
2441,S1,SSVEP,5,1,Backward
2442,S1,SSVEP,5,2,Left
2443,S1,SSVEP,5,3,Right
2444,S1,SSVEP,5,4,Backward
2445,S1,SSVEP,5,5,Right
2446,S1,SSVEP,5,6,Right
2447,S1,SSVEP,5,7,Backward
2448,S1,SSVEP,5,8,Left
2449,S1,SSVEP,5,9,Backward
2450,S1,SSVEP,5,10,Left
2451,S1,SSVEP,6,1,Backward
2452,S1,SSVEP,6,2,Right
2453,S1,SSVEP,6,3,Right
2454,S1,SSVEP,6,4,Right
2455,S1,SSVEP,6,5,Backward
2456,S1,SSVEP,6,6,Forward
2457,S1,SSVEP,6,7,Backward
2458,S1,SSVEP,6,8,Right
2459,S1,SSVEP,6,9,Left
2460,S1,SSVEP,6,10,Right
2461,S1,SSVEP,7,1,Right
2462,S1,SSVEP,7,2,Left
2463,S1,SSVEP,7,3,Forward
2464,S1,SSVEP,7,4,Right
2465,S1,SSVEP,7,5,Backward
2466,S1,SSVEP,7,6,Left
2467,S1,SSVEP,7,7,Right
2468,S1,SSVEP,7,8,Right
2469,S1,SSVEP,7,9,Right
2470,S1,SSVEP,7,10,Forward
2471,S1,SSVEP,8,1,Backward
2472,S1,SSVEP,8,2,Backward
2473,S1,SSVEP,8,3,Right
2474,S1,SSVEP,8,4,Right
2475,S1,SSVEP,8,5,Backward
2476,S1,SSVEP,8,6,Forward
2477,S1,SSVEP,8,7,Left
2478,S1,SSVEP,8,8,Forward
2479,S1,SSVEP,8,9,Right
2480,S1,SSVEP,8,10,Left
2481,S2,SSVEP,1,1,Right
2482,S2,SSVEP,1,2,Right
2483,S2,SSVEP,1,3,Backward
2484,S2,SSVEP,1,4,Left
2485,S2,SSVEP,1,5,Left
2486,S2,SSVEP,1,6,Right
2487,S2,SSVEP,1,7,Backward
2488,S2,SSVEP,1,8,Backward
2489,S2,SSVEP,1,9,Left
2490,S2,SSVEP,1,10,Right
2491,S2,SSVEP,2,1,Left
2492,S2,SSVEP,2,2,Left
2493,S2,SSVEP,2,3,Left
2494,S2,SSVEP,2,4,Forward
2495,S2,SSVEP,2,5,Right
2496,S2,SSVEP,2,6,Backward
2497,S2,SSVEP,2,7,Backward
2498,S2,SSVEP,2,8,Backward
2499,S2,SSVEP,2,9,Backward
2500,S2,SSVEP,2,10,Forward
2501,S2,SSVEP,3,1,Backward
2502,S2,SSVEP,3,2,Right
2503,S2,SSVEP,3,3,Forward
2504,S2,SSVEP,3,4,Right
2505,S2,SSVEP,3,5,Right
2506,S2,SSVEP,3,6,Right
2507,S2,SSVEP,3,7,Left
2508,S2,SSVEP,3,8,Forward
2509,S2,SSVEP,3,9,Right
2510,S2,SSVEP,3,10,Left
2511,S2,SSVEP,4,1,Forward
2512,S2,SSVEP,4,2,Backward
2513,S2,SSVEP,4,3,Right
2514,S2,SSVEP,4,4,Forward
2515,S2,SSVEP,4,5,Backward
2516,S2,SSVEP,4,6,Right
2517,S2,SSVEP,4,7,Right
2518,S2,SSVEP,4,8,Left
2519,S2,SSVEP,4,9,Backward
2520,S2,SSVEP,4,10,Forward
2521,S2,SSVEP,5,1,Right
2522,S2,SSVEP,5,2,Left
2523,S2,SSVEP,5,3,Left
2524,S2,SSVEP,5,4,Right
2525,S2,SSVEP,5,5,Left
2526,S2,SSVEP,5,6,Right
2527,S2,SSVEP,5,7,Left
2528,S2,SSVEP,5,8,Backward
2529,S2,SSVEP,5,9,Backward
2530,S2,SSVEP,5,10,Forward
2531,S2,SSVEP,6,1,Backward
2532,S2,SSVEP,6,2,Right
2533,S2,SSVEP,6,3,Right
2534,S2,SSVEP,6,4,Left
2535,S2,SSVEP,6,5,Forward
2536,S2,SSVEP,6,6,Backward
2537,S2,SSVEP,6,7,Backward
2538,S2,SSVEP,6,8,Backward
2539,S2,SSVEP,6,9,Forward
2540,S2,SSVEP,6,10,Left
2541,S2,SSVEP,7,1,Right
2542,S2,SSVEP,7,2,Right
2543,S2,SSVEP,7,3,Right
2544,S2,SSVEP,7,4,Right
2545,S2,SSVEP,7,5,Forward
2546,S2,SSVEP,7,6,Right
2547,S2,SSVEP,7,7,Forward
2548,S2,SSVEP,7,8,Left
2549,S2,SSVEP,7,9,Left
2550,S2,SSVEP,7,10,Left
2551,S2,SSVEP,8,1,Forward
2552,S2,SSVEP,8,2,Forward
2553,S2,SSVEP,8,3,Right
2554,S2,SSVEP,8,4,Right
2555,S2,SSVEP,8,5,Left
2556,S2,SSVEP,8,6,Forward
2557,S2,SSVEP,8,7,Left
2558,S2,SSVEP,8,8,Left
2559,S2,SSVEP,8,9,Forward
2560,S2,SSVEP,8,10,Left
2561,S3,SSVEP,1,1,Forward
2562,S3,SSVEP,1,2,Left
2563,S3,SSVEP,1,3,Backward
2564,S3,SSVEP,1,4,Forward
2565,S3,SSVEP,1,5,Backward
2566,S3,SSVEP,1,6,Left
2567,S3,SSVEP,1,7,Left
2568,S3,SSVEP,1,8,Left
2569,S3,SSVEP,1,9,Backward
2570,S3,SSVEP,1,10,Left
2571,S3,SSVEP,2,1,Right
2572,S3,SSVEP,2,2,Forward
2573,S3,SSVEP,2,3,Right
2574,S3,SSVEP,2,4,Backward
2575,S3,SSVEP,2,5,Forward
2576,S3,SSVEP,2,6,Right
2577,S3,SSVEP,2,7,Backward
2578,S3,SSVEP,2,8,Forward
2579,S3,SSVEP,2,9,Left
2580,S3,SSVEP,2,10,Right
2581,S3,SSVEP,3,1,Right
2582,S3,SSVEP,3,2,Forward
2583,S3,SSVEP,3,3,Left
2584,S3,SSVEP,3,4,Right
2585,S3,SSVEP,3,5,Forward
2586,S3,SSVEP,3,6,Right
2587,S3,SSVEP,3,7,Left
2588,S3,SSVEP,3,8,Right
2589,S3,SSVEP,3,9,Right
2590,S3,SSVEP,3,10,Left
2591,S3,SSVEP,4,1,Right
2592,S3,SSVEP,4,2,Left
2593,S3,SSVEP,4,3,Forward
2594,S3,SSVEP,4,4,Right
2595,S3,SSVEP,4,5,Backward
2596,S3,SSVEP,4,6,Backward
2597,S3,SSVEP,4,7,Right
2598,S3,SSVEP,4,8,Backward
2599,S3,SSVEP,4,9,Right
2600,S3,SSVEP,4,10,Forward
2601,S3,SSVEP,5,1,Right
2602,S3,SSVEP,5,2,Left
2603,S3,SSVEP,5,3,Forward
2604,S3,SSVEP,5,4,Backward
2605,S3,SSVEP,5,5,Backward
2606,S3,SSVEP,5,6,Forward
2607,S3,SSVEP,5,7,Right
2608,S3,SSVEP,5,8,Backward
2609,S3,SSVEP,5,9,Forward
2610,S3,SSVEP,5,10,Left
2611,S3,SSVEP,6,1,Left
2612,S3,SSVEP,6,2,Right
2613,S3,SSVEP,6,3,Backward
2614,S3,SSVEP,6,4,Forward
2615,S3,SSVEP,6,5,Left
2616,S3,SSVEP,6,6,Backward
2617,S3,SSVEP,6,7,Forward
2618,S3,SSVEP,6,8,Left
2619,S3,SSVEP,6,9,Left
2620,S3,SSVEP,6,10,Forward
2621,S3,SSVEP,7,1,Right
2622,S3,SSVEP,7,2,Backward
2623,S3,SSVEP,7,3,Backward
2624,S3,SSVEP,7,4,Left
2625,S3,SSVEP,7,5,Forward
2626,S3,SSVEP,7,6,Backward
2627,S3,SSVEP,7,7,Forward
2628,S3,SSVEP,7,8,Right
2629,S3,SSVEP,7,9,Backward
2630,S3,SSVEP,7,10,Right
2631,S3,SSVEP,8,1,Left
